,Unnamed: 0,Unnamed: 0.1,CASE_NO,Decision_Date,Case_Status,APPLICATION_TYPE,Employer_Name,Employer_address_1,Employer_address_2,Employer_City,Employer_State,Employer_Postal_Code,2007_NAICS_US_CODE,2007_NAICS_US_TITLE,US_ECONOMIC_SECTOR,PW_SOC_Code,PW_SOC_TITLE,PW_Job_Title_9089,PW_LEVEL_9089,PW_SOURCE_NAME_9089,PW_AMOUNT_9089,PW_UNIT_OF_PAY_9089,WAGE_OFFERED_FROM_9089,WAGE_OFFERED_TO_9089,WAGE_OFFERED_UNIT_OF_PAY_9089,Job_Info_Work_City,Job_Info_Work_State,Country_of_Citizenship,Class_of_Admission,Annual_Wage,Certified
489,14568,17736,A-13193-79755,2014/4/7 00:00:00,Certified,ONLINE,NVIDIA CORPORATION,2701 SAN TOMAS EXPRESSWAY,,SANTA CLARA,CALIFORNIA,95050,334111,Electronic Computer Manufacturing,Advanced Mfg,15-1133,"Software Developers, Systems Software","Software Developers, Systems Software",Level III,OES,128294.0,Year,130000.0,,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,128294.0,1
490,14598,17773,A-13135-64005,2014/1/27 00:00:00,Certified-Expired,ONLINE,ALPHA NET CONSULTING LLC.,3080 OLCOTT STREET,SUITE # 235C,SANTA CLARA,CALIFORNIA,95054,541511,Custom Computer Programming Services,IT,15-1121,Computer Systems Analysts,Computer Systems Analysts,Level II,OES,83637.0,Year,83637.0,,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,83637.0,1
492,14620,17800,A-13155-68610,2014/4/17 00:00:00,Certified,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,15-1133,"Software Developers, Systems Software","Software Developers, Systems Software",,Other,92926.0,Year,92926.0,142900.0,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,92926.0,1
496,14664,17851,A-13165-72182,2014/2/10 00:00:00,Certified-Expired,ONLINE,HITACHI DATA SYSTEMS CORPORATION,2845 LAFAYETTE STREET,,SANTA CLARA,CALIFORNIA,95050,541511,Custom Computer Programming Services,IT,15-1132,"Software Developers, Applications","Software Developers, Applications",,Other,113499.0,Year,119000.0,,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,113499.0,1
498,14693,17886,A-13274-01876,2014/4/28 00:00:00,Certified,ONLINE,HALOSYS TECHNOLOGIES,2350 MISSION COLLEGE BLVD STE 225,,SANTA CLARA,CALIFORNIA,95054,541512,Computer Systems Design Services,IT,13-1111,Management Analysts,Management Analysts,Level II,OES,88962.0,Year,88962.0,,Year,Santa Clara,CALIFORNIA,VIETNAM,H-1B,88962.0,1
499,14696,17889,A-13221-87349,2014/5/2 00:00:00,Certified,ONLINE,NVIDIA CORPORATION,2701 SAN TOMAS EXPRESSWAY,,SANTA CLARA,CALIFORNIA,95050,334111,Electronic Computer Manufacturing,Advanced Mfg,11-3021,Computer and Information Systems Managers,Computer and Information Systems Managers,,Other,127268.0,Year,154113.75,,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,127268.0,1
500,14753,17951,A-13227-88822,2014/4/14 00:00:00,Certified,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",Level II,OES,102731.0,Year,102731.0,142900.0,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,102731.0,1
502,14765,17965,A-13269-00703,2014/5/13 00:00:00,Certified,ONLINE,NVIDIA CORPORATION,2701 SAN TOMAS EXPRESSWAY,,SANTA CLARA,CALIFORNIA,95050,334111,Electronic Computer Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",Level IV,OES,142667.0,Year,150000.0,187300.0,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,142667.0,1
504,14818,18027,A-13228-89083,2014/4/23 00:00:00,Certified,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,15-1133,"Software Developers, Systems Software","Software Developers, Systems Software",Level II,OES,86195.0,Year,86195.0,142900.0,Year,Folsom,CALIFORNIA,INDIA,H-1B,86195.0,1
507,15132,18393,A-13259-97055,2014/5/16 00:00:00,Certified,ONLINE,"OMNIVISION TECHNOLOGIES, INC.",4275 BURTON DRIVE,,SANTA CLARA,CALIFORNIA,95054,334413,Semiconductor and Related Device Manufacturing,Advanced Mfg,15-1121,Computer Systems Analysts,Computer Systems Analysts,Level IV,OES,114421.0,Year,134534.0,,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,114421.0,1
509,15188,18464,A-13297-05347,2014/5/7 00:00:00,Certified,ONLINE,MARVELL SEMICONDUCTOR INC,5488 MARVELL LANE,,SANTA CLARA,CALIFORNIA,95054,334413,Semiconductor and Related Device Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",,Other,102429.0,Year,102500.0,,Year,Santa Clara,CALIFORNIA,MALAYSIA,H-1B,102429.0,1
510,15260,18541,A-13346-24202,2014/8/5 00:00:00,Certified,ONLINE,NVIDIA CORPORATION,2701 SAN TOMAS EXPRESSWAY,,SANTA CLARA,CALIFORNIA,95050,334111,Electronic Computer Manufacturing,Advanced Mfg,11-2021,Marketing Managers,Marketing Managers,,Other,130997.0,Year,158000.0,172597.0,Year,Santa Clara,CALIFORNIA,CANADA,H-1B,130997.0,1
511,15284,18568,A-13360-27978,2014/7/7 00:00:00,Certified,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,15-1133,"Software Developers, Systems Software","Software Developers, Systems Software",,Other,80297.0,Year,80297.0,142900.0,Year,Folsom,CALIFORNIA,INDIA,H-1B,80297.0,1
512,15325,18622,A-13351-25765,2014/6/16 00:00:00,Certified,ONLINE,"INTEL MOBILE COMMUNICATIONS, INC.",2200 MISSION COLLEGE BLVD. RN4-151,,SANTA CLARA,CALIFORNIA,95054,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",Level II,OES,91083.0,Year,91083.0,142900.0,Year,San Diego,CALIFORNIA,INDIA,H-1B,91083.0,1
514,15438,18762,A-14014-32485,2014/7/9 00:00:00,Certified,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",,Other,80033.0,Year,80033.0,142900.0,Year,Folsom,CALIFORNIA,CHINA,H-1B,80033.0,1
515,15442,18767,A-14099-59356,2014/9/23 00:00:00,Certified,ONLINE,"APPLIED MATERIALS, INC.",3225 OAKMEAD VILLAGE DRIVE,,SANTA CLARA,CALIFORNIA,95054,33441,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,11-2021,Marketing Managers,Marketing Managers,,Other,110863.0,Year,110863.0,139900.0,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,110863.0,1
517,15492,18826,A-14035-38460,2014/7/18 00:00:00,Certified,ONLINE,OMEGA SOLUTIONS INC,1900 LAFAYETTE STREET,SUITE # 220,SANTA CLARA,CALIFORNIA,95050,541519,Other Computer Related Services,IT,15-1141,Database Administrators,Database Administrators,Level IV,OES,114941.0,Year,114941.0,,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,114941.0,1
520,15575,18924,A-14093-57720,2014/9/12 00:00:00,Certified,ONLINE,"SERVICENOW, INC.",3260 JAY STREET,,SANTA CLARA,CALIFORNIA,95054,541511,Custom Computer Programming Services,IT,15-1121,Computer Systems Analysts,Computer Systems Analysts,Level II,OES,71136.0,Year,87000.0,,Year,San Diego,CALIFORNIA,FRANCE,H-1B,71136.0,1
521,15607,18962,A-13309-11026,2014/6/6 00:00:00,Certified,ONLINE,"SERVICENOW, INC.",3260 JAY STREET,,SANTA CLARA,CALIFORNIA,95054,541511,Custom Computer Programming Services,IT,15-1132,"Software Developers, Applications","Software Developers, Applications",Level III,OES,116605.0,Year,126000.0,,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,116605.0,1
522,15622,18981,A-13330-19466,2014/6/18 00:00:00,Certified,ONLINE,"ARISTA NETWORKS, INC.",5453 GREAT AMERICA PARKWAY,,SANTA CLARA,CALIFORNIA,95054,541511,Custom Computer Programming Services,IT,15-1133,"Software Developers, Systems Software","Software Developers, Systems Software",,Other,92498.0,Year,92500.0,107000.0,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,92498.0,1
523,15629,18992,A-14112-62633,2014/9/29 00:00:00,Certified,ONLINE,"MCAFEE INC.",2821 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95054,5415,Computer Systems Design and Related Services,IT,15-1132,"Software Developers, Applications","Software Developers, Applications",,Other,107614.0,Year,107614.0,127614.0,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,107614.0,1
525,15650,19018,A-14111-62177,2014/9/25 00:00:00,Certified,ONLINE,MARVELL SEMICONDUCTOR INC,5488 MARVELL LANE,,SANTA CLARA,CALIFORNIA,95054,334413,Semiconductor and Related Device Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",Level III,OES,124030.0,Year,124100.0,,Year,Santa Clara,CALIFORNIA,VIETNAM,H-1B,124030.0,1
527,15685,19062,A-14034-37879,2014/7/11 00:00:00,Certified,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,15-1133,"Software Developers, Systems Software","Software Developers, Systems Software",Level III,OES,94931.0,Year,94931.0,171300.0,Year,Folsom,CALIFORNIA,SOUTH KOREA,H-1B,94931.0,1
529,15711,19100,A-14013-32005,2014/7/11 00:00:00,Certified,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2061,Computer Hardware Engineers,Computer Hardware Engineers,,Other,80033.0,Year,80033.0,142900.0,Year,Folsom,CALIFORNIA,INDIA,H-1B,80033.0,1
539,15993,19431,A-14050-42949,2014/8/18 00:00:00,Certified,ONLINE,ALPHA NET CONSULTING LLC.,3080 OLCOTT STREET,SUITE # 235C,SANTA CLARA,CALIFORNIA,95054,541511,Custom Computer Programming Services,IT,15-1121,Computer Systems Analysts,Computer Systems Analysts,Level IV,OES,114421.0,Year,114421.0,,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,114421.0,1
540,16031,19479,A-14042-41244,2014/7/30 00:00:00,Certified,ONLINE,"GIGAMON, INC.",3300 OLCOTT STREET,,SANTA CLARA,CALIFORNIA,95054,518210,"Data Processing, Hosting, and Related Services",IT,15-1133,"Software Developers, Systems Software","Software Developers, Systems Software",Level II,OES,110094.0,Year,110094.0,,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,110094.0,1
543,16183,19676,A-12219-88636,2014/1/3 00:00:00,Certified-Expired,ONLINE,WINCERE INC.,2700 AUGUSTINE DR,#261,SANTA CLARA,CALIFORNIA,95054,541511,Custom Computer Programming Services,IT,15-1132,"Software Developers, Applications","Software Developers, Applications",Level II,OES,77938.0,Year,77938.0,,Year,Elk Grove,CALIFORNIA,INDIA,H-1B,77938.0,1
546,16330,19872,A-13033-37166,2013/11/15 00:00:00,Certified-Expired,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2061.00,Computer Hardware Engineers,Computer Hardware Engineers,Level II,OES,92477.0,Year,92477.0,180000.0,Year,Folsom,CALIFORNIA,CHINA,H-1B,92477.0,1
548,16540,20137,A-13094-53091,2014/1/7 00:00:00,Certified-Expired,ONLINE,KNO INC.,5155 OLD IRONSIDES DRIVE,,SANTA CLARA,CALIFORNIA,95054,541511,Custom Computer Programming Services,IT,15-1132,"Software Developers, Applications","Software Developers, Applications",,Other,109797.0,Year,109797.0,,Year,Santa Clara,CALIFORNIA,PERU,H-1B,109797.0,1
549,16578,20183,A-13113-58570,2013/12/24 00:00:00,Certified-Expired,ONLINE,"APPLIED MATERIALS, INC.",3225 OAKMEAD VILLAGE DRIVE,,SANTA CLARA,CALIFORNIA,95054,33441,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,11-9041,Architectural and Engineering Managers,Architectural and Engineering Managers,,Other,119858.0,Year,124986.0,160000.0,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,119858.0,1
550,16595,20201,A-13051-41992,2013/11/15 00:00:00,Certified-Expired,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072.00,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",,Other,78992.0,Year,78992.0,180000.0,Year,Folsom,CALIFORNIA,INDIA,H-1B,78992.0,1
551,16619,20231,A-13097-53494,2014/2/21 00:00:00,Certified-Expired,ONLINE,"APPLIED MATERIALS, INC.",3225 OAKMEAD VILLAGE DRIVE,,SANTA CLARA,CALIFORNIA,95054,33441,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2141,Mechanical Engineers,Mechanical Engineers,,Other,83058.0,Year,86048.0,98400.0,Year,Sunnyvale,CALIFORNIA,TAIWAN,H-1B,83058.0,1
552,16685,20309,A-13070-46999,2014/2/4 00:00:00,Certified-Expired,ONLINE,NVIDIA CORPORATION,2701 SAN TOMAS EXPRESSWAY,,SANTA CLARA,CALIFORNIA,95050,334111,Electronic Computer Manufacturing,Advanced Mfg,15-1133,"Software Developers, Systems Software","Software Developers, Systems Software",,Other,107384.0,Year,125000.0,,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,107384.0,1
554,16716,20345,A-13028-34867,2013/11/25 00:00:00,Certified-Expired,ONLINE,NVIDIA CORPORATION,2701 SAN TOMAS EXPRESSWAY,,SANTA CLARA,CALIFORNIA,95050,334111,Electronic Computer Manufacturing,Advanced Mfg,15-1121,Computer Systems Analysts,Computer Systems Analysts,Level IV,OES,115669.0,Year,145000.0,,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,115669.0,1
556,16803,20447,A-13059-44337,2013/10/29 00:00:00,Certified-Expired,ONLINE,NEXTBIO,"475 EL CAMINO REAL, SUITE 100",,SANTA CLARA,CALIFORNIA,95050,541710,"Research and Development in the Physical, Engineering, and Life Sciences",,15-1132,"Software Developers, Applications","Software Developers, Applications",Level II,OES,100984.0,Year,100984.0,,Year,Santa Clara,CALIFORNIA,SOUTH KOREA,H-1B,100984.0,1
558,16833,20483,A-13064-45451,2013/10/22 00:00:00,Certified-Expired,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072.00,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",,Other,78992.0,Year,78992.0,180000.0,Year,Folsom,CALIFORNIA,INDIA,H-1B,78992.0,1
559,16838,20489,A-13070-47034,2014/2/18 00:00:00,Certified-Expired,ONLINE,NVIDIA CORPORATION,2701 SAN TOMAS EXPRESSWAY,,SANTA CLARA,CALIFORNIA,95050,334111,Electronic Computer Manufacturing,Advanced Mfg,15-1133,"Software Developers, Systems Software","Software Developers, Systems Software",,Other,94668.0,Year,106000.0,,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,94668.0,1
561,16924,20592,A-13202-81732,2014/4/29 00:00:00,Certified,ONLINE,KRYPT INC,3945 FREEDOM CIRCLE,STE 550,SANTA CLARA,CALIFORNIA,95054,541511,Custom Computer Programming Services,IT,15-1121,Computer Systems Analysts,Computer Systems Analysts,Level III,OES,96845.0,Year,105000.0,,Year,Sunnyvale,CALIFORNIA,INDIA,H-1B,96845.0,1
562,16926,20595,A-13221-87221,2014/4/4 00:00:00,Certified,ONLINE,MCAFEE INC.,2821 MISSION COLLEGE BLVD,,SANTA CLARA,CALIFORNIA,95054,5415,Computer Systems Design and Related Services,IT,15-1142,Network and Computer Systems Administrators*,Network and Computer Systems Administrators*,Level II,OES,81619.0,Year,81619.0,96619.0,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,81619.0,1
565,16979,20663,A-13029-35590,2014/5/9 00:00:00,Certified,ONLINE,"MICROPOINT BIOSCIENCE,INC.",3333 OCTAVIUS DR.,SUITE 110,SANTA CLARA,CALIFORNIA,94054,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Advanced Mfg,19-1021,Biochemists and Biophysicists,Biochemists and Biophysicists,Level I,OES,61755.0,Year,61755.0,,Year,Santa Clara,CALIFORNIA,CHINA,H-1B,61755.0,1
566,16991,20677,A-13036-37779,2014/6/30 00:00:00,Certified,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,15-1133,"Software Developers, Systems Software","Software Developers, Systems Software",Level II,OES,86195.0,Year,86195.0,180000.0,Year,Folsom,CALIFORNIA,INDONESIA,H-1B,86195.0,1
567,16992,20678,A-13036-37837,2013/10/28 00:00:00,Certified-Expired,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072.00,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",,Other,78992.0,Year,78992.0,180000.0,Year,Folsom,CALIFORNIA,INDIA,H-1B,78992.0,1
568,17002,20688,A-13035-37533,2013/11/15 00:00:00,Certified-Expired,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,15-1133,"Software Developers, Systems Software","Software Developers, Systems Software",,Other,91686.0,Year,91686.0,180000.0,Year,Santa Clara,CALIFORNIA,CHINA,H-1B,91686.0,1
569,17010,20697,A-13031-36599,2013/12/4 00:00:00,Certified-Expired,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,15-1133,"Software Developers, Systems Software","Software Developers, Systems Software",,Other,105982.0,Year,105982.0,180000.0,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,105982.0,1
572,17031,20728,A-13051-41871,2014/6/30 00:00:00,Certified,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072.00,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",Level II,OES,85176.0,Year,85176.0,180000.0,Year,Folsom,CALIFORNIA,INDIA,H-1B,85176.0,1
573,17033,20730,A-13037-38322,2013/12/4 00:00:00,Certified-Expired,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",,Other,78992.0,Year,78992.0,180000.0,Year,Folsom,CALIFORNIA,INDIA,H-1B,78992.0,1
574,17045,20744,A-13202-81744,2014/3/6 00:00:00,Certified-Expired,ONLINE,GS SOFT INC,3130 DE LA CRUZ BLVD,SUITE # 136,SANTA CLARA,CALIFORNIA,95054,541511,Custom Computer Programming Services,IT,15-1132,"Software Developers, Applications","Software Developers, Applications",Level II,OES,100984.0,Year,100984.0,,Year,santa clara,CALIFORNIA,INDIA,H-1B,100984.0,1
575,17065,20767,A-13029-35540,2013/10/28 00:00:00,Certified-Expired,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,15-1133,"Software Developers, Systems Software","Software Developers, Systems Software",Level II,OES,86195.0,Year,86195.0,180000.0,Year,Folsom,CALIFORNIA,INDIA,H-1B,86195.0,1
577,17087,20796,A-13240-92029,2014/4/23 00:00:00,Certified,ONLINE,"SERVICENOW, INC.",3260 JAY STREET,,SANTA CLARA,CALIFORNIA,95054,541511,Custom Computer Programming Services,IT,15-1132,"Software Developers, Applications","Software Developers, Applications",Level II,OES,100984.0,Year,110000.0,,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,100984.0,1
579,17101,20811,A-13212-84638,2014/4/17 00:00:00,Certified,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2061,Computer Hardware Engineers,Computer Hardware Engineers,Level II,OES,92477.0,Year,92477.0,142900.0,Year,Folsom,CALIFORNIA,INDIA,H-1B,92477.0,1
580,17105,20815,A-13221-87184,2014/4/11 00:00:00,Certified,ONLINE,MARVELL SEMICONDUCTOR INC,5488 MARVELL LANE,,SANTA CLARA,CALIFORNIA,95054,334413,Semiconductor and Related Device Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",,Other,83648.0,Year,84000.0,,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,83648.0,1
581,17117,20828,A-13196-80193,2014/4/4 00:00:00,Certified,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",Level IV,OES,112195.0,Year,112195.0,171300.0,Year,Folsom,CALIFORNIA,INDIA,H-1B,112195.0,1
584,17190,20917,A-13235-91071,2014/4/8 00:00:00,Certified,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,15-1133,"Software Developers, Systems Software","Software Developers, Systems Software",,Other,108696.0,Year,108696.0,171300.0,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,108696.0,1
588,17277,21018,A-13112-58167,2013/12/10 00:00:00,Certified-Expired,ONLINE,INFOBLOX,3111 CORONADO DRIVE,,SANTA CLARA,CALIFORNIA,95054,334111,Electronic Computer Manufacturing,Advanced Mfg,15-1142,Network and Computer Systems Administrators*,Network and Computer Systems Administrators*,,Other,73885.0,Year,90000.0,,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,73885.0,1
589,17286,21030,A-13161-70106,2014/4/29 00:00:00,Certified,ONLINE,"AGILENT TECHNOLOGIES, INC.",5301 STEVENS CREEK BLVD,,SANTA CLARA,CALIFORNIA,95051,334419,Other Electronic Component Manufacturing,Advanced Mfg,15-1132,"Software Developers, Applications","Software Developers, Applications",Level IV,OES,133328.0,Year,133328.0,,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,133328.0,1
596,17527,21310,A-13193-79710,2014/4/18 00:00:00,Certified,ONLINE,NVIDIA CORPORATION,2701 SAN TOMAS EXPRESSWAY,,SANTA CLARA,CALIFORNIA,95050,334111,Electronic Computer Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",Level II,OES,102731.0,Year,104000.0,,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,102731.0,1
